2026-09-25 01:05:02.906 | DEBUG    | ailoveshen.infrastructure.events:subscribe:98 - Handler subscribed to HouseDesignedEvent
2026-09-25 01:10:11.265 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 213ms, input=1031 -> place log at 410,72,-269 (confidence 0.56)
2026-09-25 01:10:11.338 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:11.339 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [49] built() (remaining 55) -> place log at 410,72,-269 (conf 0.56): ok placed log (15/69) (0.1s)
2026-09-25 01:10:11.558 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 211ms, input=1028 -> place log at 406,73,-273 (confidence 0.31)
2026-09-25 01:10:11.883 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:11.883 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [50] built() (remaining 54) -> place log at 406,73,-273 (conf 0.31): ok placed log (16/69) (0.3s)
2026-09-25 01:10:12.223 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 331ms, input=1028 -> place planks at 406,73,-272 (confidence 0.50)
2026-09-25 01:10:12.292 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:12.292 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [51] built() (remaining 53) -> place planks at 406,73,-272 (conf 0.50): ok placed planks (17/69) (0.1s)
2026-09-25 01:10:12.764 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 459ms, input=1029 -> place planks at 406,73,-270 (confidence 0.49)
2026-09-25 01:10:12.780 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:12.780 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [52] built() (remaining 52) -> place planks at 406,73,-270 (conf 0.49): ok placed planks (18/69) (0.0s)
2026-09-25 01:10:13.005 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 219ms, input=1025 -> place log at 406,73,-269 (confidence 0.53)
2026-09-25 01:10:13.033 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:13.033 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [53] built() (remaining 51) -> place log at 406,73,-269 (conf 0.53): ok placed log (19/69) (0.0s)
2026-09-25 01:10:13.322 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 283ms, input=1026 -> place planks at 407,73,-273 (confidence 0.51)
2026-09-25 01:10:13.381 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:13.381 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [54] built() (remaining 50) -> place planks at 407,73,-273 (conf 0.51): ok placed planks (20/69) (0.0s)
2026-09-25 01:10:13.596 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 207ms, input=1027 -> place planks at 407,73,-269 (confidence 0.32)
2026-09-25 01:10:13.636 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:13.636 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [55] built() (remaining 49) -> place planks at 407,73,-269 (conf 0.32): ok placed planks (21/69) (0.0s)
2026-09-25 01:10:13.868 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 220ms, input=1027 -> place planks at 409,73,-273 (confidence 0.43)
2026-09-25 01:10:13.937 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:13.937 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [56] built() (remaining 48) -> place planks at 409,73,-273 (conf 0.43): ok placed planks (22/69) (0.1s)
2026-09-25 01:10:14.182 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 235ms, input=1032 -> place planks at 409,73,-269 (confidence 0.61)
2026-09-25 01:10:14.239 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:14.239 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [57] built() (remaining 47) -> place planks at 409,73,-269 (conf 0.61): ok placed planks (23/69) (0.0s)
2026-09-25 01:10:14.559 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 313ms, input=1030 -> place log at 410,73,-273 (confidence 0.52)
2026-09-25 01:10:14.582 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:14.582 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [58] built() (remaining 46) -> place log at 410,73,-273 (conf 0.52): ok placed log (24/69) (0.0s)
2026-09-25 01:10:14.844 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 254ms, input=1029 -> place planks at 410,73,-272 (confidence 0.46)
2026-09-25 01:10:14.883 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:14.884 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [59] built() (remaining 45) -> place planks at 410,73,-272 (conf 0.46): ok placed planks (25/69) (0.0s)
2026-09-25 01:10:15.093 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 198ms, input=1028 -> place planks at 410,73,-270 (confidence 0.48)
2026-09-25 01:10:15.133 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:15.133 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [60] built() (remaining 44) -> place planks at 410,73,-270 (conf 0.48): ok placed planks (26/69) (0.0s)
2026-09-25 01:10:15.370 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 228ms, input=1026 -> place log at 410,73,-269 (confidence 0.59)
2026-09-25 01:10:15.432 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:15.432 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [61] built() (remaining 43) -> place log at 410,73,-269 (conf 0.59): ok placed log (27/69) (0.1s)
2026-09-25 01:10:15.649 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 212ms, input=1025 -> place log at 406,74,-273 (confidence 0.44)
2026-09-25 01:10:15.683 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:15.683 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [62] built() (remaining 42) -> place log at 406,74,-273 (conf 0.44): ok placed log (28/69) (0.0s)
2026-09-25 01:10:15.901 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 211ms, input=1027 -> place planks at 406,74,-272 (confidence 0.61)
2026-09-25 01:10:15.934 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:15.934 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [63] built() (remaining 41) -> place planks at 406,74,-272 (conf 0.61): ok placed planks (29/69) (0.0s)
2026-09-25 01:10:16.136 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 197ms, input=1026 -> place planks at 406,74,-271 (confidence 0.63)
2026-09-25 01:10:16.190 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:16.190 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [64] built() (remaining 40) -> place planks at 406,74,-271 (conf 0.63): ok placed planks (30/69) (0.0s)
2026-09-25 01:10:16.418 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 220ms, input=1026 -> place planks at 406,74,-270 (confidence 0.66)
2026-09-25 01:10:16.791 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:16.791 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [65] built() (remaining 39) -> place planks at 406,74,-270 (conf 0.66): ok placed planks (31/69) (0.4s)
2026-09-25 01:10:17.026 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 227ms, input=1032 -> place log at 406,74,-269 (confidence 0.50)
2026-09-25 01:10:17.383 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:17.383 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [66] built() (remaining 38) -> place log at 406,74,-269 (conf 0.50): ok placed log (32/69) (0.3s)
2026-09-25 01:10:17.657 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 267ms, input=1029 -> place planks at 407,74,-273 (confidence 0.54)
2026-09-25 01:10:17.682 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:17.682 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [67] built() (remaining 37) -> place planks at 407,74,-273 (conf 0.54): ok placed planks (33/69) (0.0s)
2026-09-25 01:10:17.990 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 297ms, input=1030 -> place planks at 407,74,-269 (confidence 0.49)
2026-09-25 01:10:18.333 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:18.333 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [68] built() (remaining 36) -> place planks at 407,74,-269 (conf 0.49): ok placed planks (34/69) (0.3s)
2026-09-25 01:10:18.560 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 216ms, input=1034 -> place planks at 408,74,-273 (confidence 0.52)
2026-09-25 01:10:18.581 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:18.581 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [69] built() (remaining 35) -> place planks at 408,74,-273 (conf 0.52): ok placed planks (35/69) (0.0s)
2026-09-25 01:10:18.795 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 205ms, input=1034 -> place planks at 408,74,-269 (confidence 0.70)
2026-09-25 01:10:18.834 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:18.834 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [70] built() (remaining 34) -> place planks at 408,74,-269 (conf 0.70): ok placed planks (36/69) (0.0s)
2026-09-25 01:10:19.044 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 204ms, input=1034 -> place planks at 409,74,-273 (confidence 0.61)
2026-09-25 01:10:19.082 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:19.082 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [71] built() (remaining 33) -> place planks at 409,74,-273 (conf 0.61): ok placed planks (37/69) (0.0s)
2026-09-25 01:10:19.309 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 220ms, input=1032 -> place planks at 409,74,-269 (confidence 0.67)
2026-09-25 01:10:19.332 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:19.332 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [72] built() (remaining 32) -> place planks at 409,74,-269 (conf 0.67): ok placed planks (38/69) (0.0s)
2026-09-25 01:10:19.585 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 249ms, input=1028 -> place log at 410,74,-273 (confidence 0.45)
2026-09-25 01:10:19.638 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:19.639 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [73] built() (remaining 31) -> place log at 410,74,-273 (conf 0.45): ok placed log (39/69) (0.0s)
2026-09-25 01:10:19.868 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 214ms, input=1029 -> place planks at 410,74,-272 (confidence 0.62)
2026-09-25 01:10:19.937 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:19.937 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [74] built() (remaining 30) -> place planks at 410,74,-272 (conf 0.62): ok placed planks (40/69) (0.1s)
2026-09-25 01:10:20.156 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 203ms, input=1032 -> place planks at 410,74,-271 (confidence 0.69)
2026-09-25 01:10:20.180 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:20.180 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [75] built() (remaining 29) -> place planks at 410,74,-271 (conf 0.69): ok placed planks (41/69) (0.0s)
2026-09-25 01:10:20.391 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 204ms, input=1030 -> place planks at 410,74,-270 (confidence 0.70)
2026-09-25 01:10:20.435 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:20.435 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [76] built() (remaining 28) -> place planks at 410,74,-270 (conf 0.70): ok placed planks (42/69) (0.0s)
2026-09-25 01:10:20.676 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 224ms, input=1030 -> place log at 410,74,-269 (confidence 0.57)
2026-09-25 01:10:20.732 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:20.732 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [77] built() (remaining 27) -> place log at 410,74,-269 (conf 0.57): ok placed log (43/69) (0.0s)
2026-09-25 01:10:20.973 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 224ms, input=1002 -> place planks at 406,75,-273 (confidence 0.45)
2026-09-25 01:10:21.340 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:21.340 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [78] built() (remaining 26) -> place planks at 406,75,-273 (conf 0.45): ok placed planks (44/69) (0.4s)
2026-09-25 01:10:21.663 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 307ms, input=1008 -> place planks at 406,75,-272 (confidence 0.53)
2026-09-25 01:10:22.033 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:22.033 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [79] built() (remaining 25) -> place planks at 406,75,-272 (conf 0.53): ok placed planks (45/69) (0.4s)
2026-09-25 01:10:22.288 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 239ms, input=1014 -> place planks at 406,75,-271 (confidence 0.72)
2026-09-25 01:10:22.636 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:22.637 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [80] built() (remaining 24) -> place planks at 406,75,-271 (conf 0.72): ok placed planks (46/69) (0.3s)
2026-09-25 01:10:25.539 | INFO     | ailoveshen.infrastructure.adapters.gemini.gemini_text_generator:_log_usage:205 - Gemini gemini-3.8-flash: 2896ms, prompt=770 thoughts=None output=35 total=805
2026-09-25 01:10:25.556 | INFO     | ailoveshen.application.use_cases.play:_decide_goal:381 - Goal: built() (goal built() ran for 40 steps) - 日暮れまで残り3分なので、引き続き家の建築を進めて完成を目指す。; remaining 23
2026-09-25 01:10:25.556 | DEBUG    | ailoveshen.infrastructure.events:publish:61 - Publishing GoalSetEvent to 1 handler(s)
[goal] built(): 日暮れまで残り3分なので、引き続き家の建築を進めて完成を目指す。
2026-09-25 01:10:25.863 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 297ms, input=1011 -> place planks at 406,75,-270 (confidence 0.79)
2026-09-25 01:10:26.183 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:26.183 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [81] built() (remaining 23) -> place planks at 406,75,-270 (conf 0.79): ok placed planks (47/69) (0.3s)
2026-09-25 01:10:26.386 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 190ms, input=1011 -> place planks at 406,75,-269 (confidence 0.80)
2026-09-25 01:10:26.735 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:26.735 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [82] built() (remaining 22) -> place planks at 406,75,-269 (conf 0.80): ok placed planks (48/69) (0.3s)
2026-09-25 01:10:26.985 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 236ms, input=1013 -> place planks at 407,75,-273 (confidence 0.73)
2026-09-25 01:10:27.336 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:27.336 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [83] built() (remaining 21) -> place planks at 407,75,-273 (conf 0.73): ok placed planks (49/69) (0.3s)
2026-09-25 01:10:27.637 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 293ms, input=1005 -> place planks at 407,75,-269 (confidence 0.71)
2026-09-25 01:10:27.985 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:27.986 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [84] built() (remaining 20) -> place planks at 407,75,-269 (conf 0.71): ok placed planks (50/69) (0.3s)
2026-09-25 01:10:28.222 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 225ms, input=1009 -> place planks at 408,75,-273 (confidence 0.79)
2026-09-25 01:10:28.288 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:28.288 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [85] built() (remaining 19) -> place planks at 408,75,-273 (conf 0.79): ok placed planks (51/69) (0.1s)
2026-09-25 01:10:28.549 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 249ms, input=1009 -> place planks at 408,75,-269 (confidence 0.86)
2026-09-25 01:10:28.583 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:28.583 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [86] built() (remaining 18) -> place planks at 408,75,-269 (conf 0.86): ok placed planks (52/69) (0.0s)
2026-09-25 01:10:28.807 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 215ms, input=1005 -> place planks at 409,75,-273 (confidence 0.76)
2026-09-25 01:10:28.833 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:28.833 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [87] built() (remaining 17) -> place planks at 409,75,-273 (conf 0.76): ok placed planks (53/69) (0.0s)
2026-09-25 01:10:29.049 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 208ms, input=1005 -> place planks at 409,75,-269 (confidence 0.83)
2026-09-25 01:10:29.088 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:29.088 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [88] built() (remaining 16) -> place planks at 409,75,-269 (conf 0.83): ok placed planks (54/69) (0.0s)
2026-09-25 01:10:29.299 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 206ms, input=1003 -> place planks at 410,75,-273 (confidence 0.75)
2026-09-25 01:10:29.333 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:29.333 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [89] built() (remaining 15) -> place planks at 410,75,-273 (conf 0.75): ok placed planks (55/69) (0.0s)
2026-09-25 01:10:29.534 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 193ms, input=1002 -> place planks at 410,75,-272 (confidence 0.84)
2026-09-25 01:10:29.581 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:29.581 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [90] built() (remaining 14) -> place planks at 410,75,-272 (conf 0.84): ok placed planks (56/69) (0.0s)
2026-09-25 01:10:29.789 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 203ms, input=1000 -> place planks at 410,75,-271 (confidence 0.86)
2026-09-25 01:10:29.831 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:29.831 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [91] built() (remaining 13) -> place planks at 410,75,-271 (conf 0.86): ok placed planks (57/69) (0.0s)
2026-09-25 01:10:30.443 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 603ms, input=1002 -> place planks at 410,75,-270 (confidence 0.87)
2026-09-25 01:10:30.487 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:30.487 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [92] built() (remaining 12) -> place planks at 410,75,-270 (conf 0.87): ok placed planks (58/69) (0.0s)
2026-09-25 01:10:30.852 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 358ms, input=1002 -> place planks at 410,75,-269 (confidence 0.88)
2026-09-25 01:10:30.880 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:30.880 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [93] built() (remaining 11) -> place planks at 410,75,-269 (conf 0.88): ok placed planks (59/69) (0.0s)
2026-09-25 01:10:31.111 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 224ms, input=997 -> place planks at 407,75,-272 (confidence 0.77)
2026-09-25 01:10:31.432 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:31.432 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [94] built() (remaining 10) -> place planks at 407,75,-272 (conf 0.77): ok placed planks (60/69) (0.3s)
2026-09-25 01:10:31.632 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 195ms, input=1001 -> place planks at 407,75,-271 (confidence 0.84)
2026-09-25 01:10:31.991 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:31.992 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [95] built() (remaining 9) -> place planks at 407,75,-271 (conf 0.84): ok placed planks (61/69) (0.4s)
2026-09-25 01:10:32.216 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 212ms, input=1002 -> place planks at 407,75,-270 (confidence 0.89)
2026-09-25 01:10:32.292 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:32.292 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [96] built() (remaining 8) -> place planks at 407,75,-270 (conf 0.89): ok placed planks (62/69) (0.1s)
2026-09-25 01:10:32.531 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 231ms, input=1005 -> place planks at 408,75,-272 (confidence 0.82)
2026-09-25 01:10:32.581 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:32.581 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [97] built() (remaining 7) -> place planks at 408,75,-272 (conf 0.82): ok placed planks (63/69) (0.0s)
2026-09-25 01:10:33.001 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 412ms, input=1003 -> place planks at 408,75,-270 (confidence 0.85)
2026-09-25 01:10:33.032 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:33.032 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [98] built() (remaining 6) -> place planks at 408,75,-270 (conf 0.85): ok placed planks (64/69) (0.0s)
2026-09-25 01:10:33.289 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 247ms, input=1003 -> place planks at 409,75,-272 (confidence 0.86)
2026-09-25 01:10:33.336 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:33.336 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [99] built() (remaining 5) -> place planks at 409,75,-272 (conf 0.86): ok placed planks (65/69) (0.0s)
2026-09-25 01:10:33.552 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 201ms, input=1000 -> place planks at 409,75,-271 (confidence 0.91)
2026-09-25 01:10:33.582 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
2026-09-25 01:10:33.582 | INFO     | ailoveshen.presentation.services.game_service:play:86 - [100] built() (remaining 4) -> place planks at 409,75,-271 (conf 0.91): ok placed planks (66/69) (0.0s)
2026-09-25 01:10:33.803 | INFO     | ailoveshen.infrastructure.adapters.jev.jev_action_selector:select:71 - Jev jev-1.13.0: 216ms, input=999 -> place planks at 409,75,-270 (confidence 0.88)
2026-09-25 01:10:33.834 | DEBUG    | ailoveshen.infrastructure.events:publish:58 - No handlers registered for GameActionExecutedEvent
